Cell,HTAN_Biospecimen_ID,subtype
RU1215_129440089590507,HTA8_2012_1,SCLC-N
RU1181C_235551788493110,HTA8_2010_1,SCLC-N
RU1293A_226884396465437,HTA8_2015_1,SCLC-N
RU1124A_LN_129440043383533,HTA8_2006_1,SCLC-A
RU1195A_196654149527964,HTA8_2011_1,SCLC-A
RU1066_199865979750755,HTA8_2003_1,SCLC-A
RU1144_LN_232450585704180,HTA8_2007_2,SCLC-A
RU1195A_205441013069739,HTA8_2011_1,SCLC-A
RU1066_157486628588468,HTA8_2003_1,SCLC-A
RU779D_161944786655477,HTA8_2019_1,SCLC-N
PleuralEffusion_162078888418101,HTA8_2001_1,SCLC-A
RU1124A_LN_121416373910373,HTA8_2006_1,SCLC-A
RU1065C_227914160663453,HTA8_2002_1,SCLC-A
RU1065C_191648498637227,HTA8_2002_1,SCLC-A
RU1108a_RPMI_126885792005556,HTA8_2005_3,SCLC-A
RU779D_120778571045166,HTA8_2019_1,SCLC-N
PleuralEffusion_165325615327067,HTA8_2001_1,SCLC-A
RU1195A_131148515817315,HTA8_2011_1,SCLC-A
RU1229A_Frozen_228058949606837,HTA8_2013_1,SCLC-A
RU1080C_161384131672798,HTA8_2004_1,SCLC-A
RU1145_227930515924916,HTA8_2008_1,SCLC-A
RU1065C_160438192659755,HTA8_2002_1,SCLC-A
PleuralEffusion_165738974427062,HTA8_2001_1,SCLC-A
PleuralEffusion_226958753057198,HTA8_2001_1,SCLC-A
RU1065C_125059311496476,HTA8_2002_1,SCLC-A
RU1311A_T_1_235122055366502,HTA8_2016_1,SCLC-A
RU1145_200967489182059,HTA8_2008_1,SCLC-A
RU1195A_191689569552180,HTA8_2011_1,SCLC-A
RU1145_232302678063965,HTA8_2008_1,SCLC-A
RU1144_LN_240001522198443,HTA8_2007_2,SCLC-A
RU1144_LN_200511176789348,HTA8_2007_2,SCLC-A
RU1144_LN_164753444887334,HTA8_2007_2,SCLC-A
RU1195A_133898399824821,HTA8_2011_1,SCLC-A
RU1124A_LN_227982995777379,HTA8_2006_1,SCLC-A
RU779D_125786548779827,HTA8_2019_1,SCLC-N
PleuralEffusion_201465571755867,HTA8_2001_1,SCLC-A
PleuralEffusion_230592310045093,HTA8_2001_1,SCLC-A
RU1066_196715471560107,HTA8_2003_1,SCLC-A
RU1065C_164830735678380,HTA8_2002_1,SCLC-A
RU1229A_Frozen_155842576870692,HTA8_2013_1,SCLC-A
RU1065C_196114176202606,HTA8_2002_1,SCLC-A
PleuralEffusion_226874778568563,HTA8_2001_1,SCLC-A
RU1145_240154817543526,HTA8_2008_1,SCLC-A
RU1181C_192256268683700,HTA8_2010_1,SCLC-N
RU779D_192662379850099,HTA8_2019_1,SCLC-N
RU1145_195426056592093,HTA8_2008_1,SCLC-A
RU1145_191553861007733,HTA8_2008_1,SCLC-A
RU1195A_236700589996388,HTA8_2011_1,SCLC-A
RU1145_240482289407843,HTA8_2008_1,SCLC-A
RU1065C_170122154264412,HTA8_2002_1,SCLC-A
RU1215_170122154273635,HTA8_2012_1,SCLC-N
RU1065C_191551056862628,HTA8_2002_1,SCLC-A
RU779D_156034496056604,HTA8_2019_1,SCLC-N
RU1065C_230807071017182,HTA8_2002_1,SCLC-A
RU1145_134522378545563,HTA8_2008_1,SCLC-A
RU1124A_LN_126843065359603,HTA8_2006_1,SCLC-A
RU1215_125583612139291,HTA8_2012_1,SCLC-N
RU1195A_205441798629797,HTA8_2011_1,SCLC-A
RU426B_227853877767387,HTA8_2018_1,SCLC-A
RU1066_231365416274669,HTA8_2003_1,SCLC-A
RU1195A_192721179794339,HTA8_2011_1,SCLC-A
RU1066_231890226894765,HTA8_2003_1,SCLC-A
RU1293A_170257561304350,HTA8_2015_1,SCLC-N
RU1144_LN_157614001842532,HTA8_2007_2,SCLC-A
RU1215_192324048640939,HTA8_2012_1,SCLC-N
RU1145_232449779813300,HTA8_2008_1,SCLC-A
RU1195A_157002340124507,HTA8_2011_1,SCLC-A
PleuralEffusion_231711851113396,HTA8_2001_1,SCLC-A
RU1080C_161944804968734,HTA8_2004_1,SCLC-A
RU779D_239381838187254,HTA8_2019_1,SCLC-N
RU1065C_156048601343734,HTA8_2002_1,SCLC-A
RU1080C_165860338985757,HTA8_2004_1,SCLC-A
RU1065C_135547783408372,HTA8_2002_1,SCLC-A
RU779D_170139181603572,HTA8_2019_1,SCLC-N
RU1195A_226331331025638,HTA8_2011_1,SCLC-A
RU779D_161547099232477,HTA8_2019_1,SCLC-N
RU1195A_169175095364006,HTA8_2011_1,SCLC-A
RU1080C_169727132622118,HTA8_2004_1,SCLC-A
RU1066_199934550101227,HTA8_2003_1,SCLC-A
RU1311A_T_1_196087379056549,HTA8_2016_1,SCLC-A
RU1124A_LN_196576824911772,HTA8_2006_1,SCLC-A
RU1322A_LN_164640655853299,HTA8_2017_1,SCLC-P
PleuralEffusion_120726912391413,HTA8_2001_1,SCLC-A
RU1145_195606445210868,HTA8_2008_1,SCLC-A
RU1231A_235668723689310,HTA8_2014_1,SCLC-N
RU1065C_125606142077238,HTA8_2002_1,SCLC-A
RU1215_235144557312948,HTA8_2012_1,SCLC-N
RU1144_LN_160928776801717,HTA8_2007_2,SCLC-A
RU779D_226829500640541,HTA8_2019_1,SCLC-N
RU1124A_LN_192728982833078,HTA8_2006_1,SCLC-A
RU1066_241106401802662,HTA8_2003_1,SCLC-A
RU1145_235678490057652,HTA8_2008_1,SCLC-A
RU1145_235070738348851,HTA8_2008_1,SCLC-A
RU1124A_LN_226213487635358,HTA8_2006_1,SCLC-A
RU1293A_231145137719534,HTA8_2015_1,SCLC-N
RU1065C_191622863767453,HTA8_2002_1,SCLC-A
RU1124A_LN_227906760129374,HTA8_2006_1,SCLC-A
RU779D_170755630980003,HTA8_2019_1,SCLC-N
RU1195A_197075190561571,HTA8_2011_1,SCLC-A
RU426B_170677528910622,HTA8_2018_1,SCLC-A
RU779D_126284362534188,HTA8_2019_1,SCLC-N
RU1145_196715472145244,HTA8_2008_1,SCLC-A
RU1145_204351816558828,HTA8_2008_1,SCLC-A
RU1124A_LN_157004384614315,HTA8_2006_1,SCLC-A
RU1065C_235000959261427,HTA8_2002_1,SCLC-A
RU1065C_165789574850293,HTA8_2002_1,SCLC-A
RU1145_120786773526300,HTA8_2008_1,SCLC-A
RU1065C_134590797662628,HTA8_2002_1,SCLC-A
RU1311A_T_1_135080678157110,HTA8_2016_1,SCLC-A
RU426B_227906747066677,HTA8_2018_1,SCLC-A
RU1231A_165182776236830,HTA8_2014_1,SCLC-N
RU1144_LN_157684197189940,HTA8_2007_2,SCLC-A
RU1181C_155843784788316,HTA8_2010_1,SCLC-N
RU1144_LN_122282764254581,HTA8_2007_2,SCLC-A
RU1065C_230610145761702,HTA8_2002_1,SCLC-A
RU1124A_LN_191234973752219,HTA8_2006_1,SCLC-A
RU1124A_LN_227304377600419,HTA8_2006_1,SCLC-A
PleuralEffusion_130142316714268,HTA8_2001_1,SCLC-A
RU1066_239382616815404,HTA8_2003_1,SCLC-A
RU1144_LN_120797898632494,HTA8_2007_2,SCLC-A
RU1195A_235748418046748,HTA8_2011_1,SCLC-A
PleuralEffusion_232330326095798,HTA8_2001_1,SCLC-A
RU779D_196114190850780,HTA8_2019_1,SCLC-N
RU1124A_LN_239460342942437,HTA8_2006_1,SCLC-A
RU1124A_LN_195418272164254,HTA8_2006_1,SCLC-A
RU1215_196653209511859,HTA8_2012_1,SCLC-N
RU1065C_230681461282726,HTA8_2002_1,SCLC-A
RU1065C_200444892014388,HTA8_2002_1,SCLC-A
RU779D_227911878994787,HTA8_2019_1,SCLC-N
RU1080C_236718709751014,HTA8_2004_1,SCLC-A
RU1231A_121955406986155,HTA8_2014_1,SCLC-N
PleuralEffusion_192788825495836,HTA8_2001_1,SCLC-A
RU1124A_LN_165729342179253,HTA8_2006_1,SCLC-A
RU426B_129978391477035,HTA8_2018_1,SCLC-A
PleuralEffusion_170265184168862,HTA8_2001_1,SCLC-A
RU1124A_LN_164641998485853,HTA8_2006_1,SCLC-A
RU1145_196527701835051,HTA8_2008_1,SCLC-A
RU779D_191096730306347,HTA8_2019_1,SCLC-N
RU1065C_200570500496180,HTA8_2002_1,SCLC-A
RU1065C_156514578548965,HTA8_2002_1,SCLC-A
RU1124A_LN_197051836493092,HTA8_2006_1,SCLC-A
RU1144_T_169587534065061,HTA8_2007_1,SCLC-A
PleuralEffusion_126707773400990,HTA8_2001_1,SCLC-A
PleuralEffusion_231366194809189,HTA8_2001_1,SCLC-A
PleuralEffusion_191647322094430,HTA8_2001_1,SCLC-A
RU1195A_192788812687283,HTA8_2011_1,SCLC-A
RU1195A_135143775492899,HTA8_2011_1,SCLC-A
RU1195A_157680527854885,HTA8_2011_1,SCLC-A
RU1145_161883198966188,HTA8_2008_1,SCLC-A
RU1293A_169150417909613,HTA8_2015_1,SCLC-N
RU1229A_Frozen_231686452497309,HTA8_2013_1,SCLC-A
RU1293A_192171262822188,HTA8_2015_1,SCLC-N
RU779D_200005578774758,HTA8_2019_1,SCLC-N
RU779D_192718885539123,HTA8_2019_1,SCLC-N
RU779D_200417867685108,HTA8_2019_1,SCLC-N
RU1145_231270811384668,HTA8_2008_1,SCLC-A
RU1066_165325583797556,HTA8_2003_1,SCLC-A
RU1181C_192662364961628,HTA8_2010_1,SCLC-N
RU1066_157072030907739,HTA8_2003_1,SCLC-A
RU1065C_126268613474166,HTA8_2002_1,SCLC-A
RU779D_227915471732003,HTA8_2019_1,SCLC-N
RU1195A_230748973559141,HTA8_2011_1,SCLC-A
RU1195A_134542492318116,HTA8_2011_1,SCLC-A
RU1124A_LN_126888208418715,HTA8_2006_1,SCLC-A
RU1215_192883168065845,HTA8_2012_1,SCLC-N
RU1215_192110507543284,HTA8_2012_1,SCLC-N
RU1311A_T_1_231349953678110,HTA8_2016_1,SCLC-A
RU1293A_122307626030878,HTA8_2015_1,SCLC-N
RU1215_192110461892915,HTA8_2012_1,SCLC-N
RU1152_157002339564403,HTA8_2009_1,SCLC-A
RU426B_161943462538078,HTA8_2018_1,SCLC-A
RU1195A_231357484488998,HTA8_2011_1,SCLC-A
RU779D_130132606867878,HTA8_2019_1,SCLC-N
RU1066_191210546679022,HTA8_2003_1,SCLC-A
RU1065C_170869459892534,HTA8_2002_1,SCLC-A
PleuralEffusion_230741437770460,HTA8_2001_1,SCLC-A
RU1080C_191097701283756,HTA8_2004_1,SCLC-A
RU426B_134379417292006,HTA8_2018_1,SCLC-A
RU426B_155828752595756,HTA8_2018_1,SCLC-A
RU1145_169572486232813,HTA8_2008_1,SCLC-A
RU1229A_Frozen_230677818496749,HTA8_2013_1,SCLC-A
RU1195A_199954843981541,HTA8_2011_1,SCLC-A
PleuralEffusion_239458046928611,HTA8_2001_1,SCLC-A
RU1145_227903391524708,HTA8_2008_1,SCLC-A
RU779D_130143774489947,HTA8_2019_1,SCLC-N
RU1124A_LN_232328313624364,HTA8_2006_1,SCLC-A
RU1195A_165806620227365,HTA8_2011_1,SCLC-A
PleuralEffusion_232321046924020,HTA8_2001_1,SCLC-A
RU1066_130184192638366,HTA8_2003_1,SCLC-A
RU1124A_LN_191706628311845,HTA8_2006_1,SCLC-A
RU1145_200899052919012,HTA8_2008_1,SCLC-A
RU1152_170251137273198,HTA8_2009_1,SCLC-A
RU779D_129430380034420,HTA8_2019_1,SCLC-N
RU779D_204342126340462,HTA8_2019_1,SCLC-N
PleuralEffusion_164761076877741,HTA8_2001_1,SCLC-A
RU1080C_195615853001965,HTA8_2004_1,SCLC-A
RU1065C_195486084183979,HTA8_2002_1,SCLC-A
RU1229A_Frozen_232448571960030,HTA8_2013_1,SCLC-A
RU779D_197254758455653,HTA8_2019_1,SCLC-N
RU1065C_227516844460454,HTA8_2002_1,SCLC-A
RU1322A_LN_126760279759660,HTA8_2017_1,SCLC-P
RU779D_131223662771507,HTA8_2019_1,SCLC-N
RU1065C_156039864793900,HTA8_2002_1,SCLC-A
RU1066_197264019742132,HTA8_2003_1,SCLC-A
PleuralEffusion_165946219514284,HTA8_2001_1,SCLC-A
RU779D_122497243409756,HTA8_2019_1,SCLC-N
RU1066_227364252011252,HTA8_2003_1,SCLC-A
RU1065C_156515947894645,HTA8_2002_1,SCLC-A
RU1065C_226746064039276,HTA8_2002_1,SCLC-A
RU1065C_157002340091691,HTA8_2002_1,SCLC-A
RU1080C_236108018771868,HTA8_2004_1,SCLC-A
RU1124A_LN_239476032034597,HTA8_2006_1,SCLC-A
RU1124A_LN_227920840120605,HTA8_2006_1,SCLC-A
RU1145_197145283390235,HTA8_2008_1,SCLC-A
PleuralEffusion_240161213298411,HTA8_2001_1,SCLC-A
RU1144_LN_191215647014171,HTA8_2007_2,SCLC-A
RU1181C_162097007811493,HTA8_2010_1,SCLC-N
RU779D_204952191556340,HTA8_2019_1,SCLC-N
RU1145_235678503397291,HTA8_2008_1,SCLC-A
RU1195A_170755630258539,HTA8_2011_1,SCLC-A
RU1181C_156994689449395,HTA8_2010_1,SCLC-N
RU779D_239406507223966,HTA8_2019_1,SCLC-N
RU1293A_135083779537716,HTA8_2015_1,SCLC-N
RU1065C_169038986262317,HTA8_2002_1,SCLC-A
RU1066_131234281412899,HTA8_2003_1,SCLC-A
RU1066_191708928522550,HTA8_2003_1,SCLC-A
PleuralEffusion_166400384421294,HTA8_2001_1,SCLC-A
RU1145_231279489670507,HTA8_2008_1,SCLC-A
RU1145_170137168305459,HTA8_2008_1,SCLC-A
RU1080C_231145165507886,HTA8_2004_1,SCLC-A
RU1080C_205440994098403,HTA8_2004_1,SCLC-A
RU1152_122436455684005,HTA8_2009_1,SCLC-A
PleuralEffusion_204756739644828,HTA8_2001_1,SCLC-A
RU779D_232250958039964,HTA8_2019_1,SCLC-N
RU1065C_241184503936862,HTA8_2002_1,SCLC-A
RU779D_135022696360309,HTA8_2019_1,SCLC-N
PleuralEffusion_126149039441779,HTA8_2001_1,SCLC-A
RU1195A_130675143039732,HTA8_2011_1,SCLC-A
RU1065C_131095915583286,HTA8_2002_1,SCLC-A
RU1181C_157606857029470,HTA8_2010_1,SCLC-N
RU1066_133829902683419,HTA8_2003_1,SCLC-A
RU1066_195546167326508,HTA8_2003_1,SCLC-A
RU1195A_200501531994332,HTA8_2011_1,SCLC-A
PleuralEffusion_191691433590197,HTA8_2001_1,SCLC-A
RU1195A_165378362661669,HTA8_2011_1,SCLC-A
RU1145_165738974140764,HTA8_2008_1,SCLC-A
RU1066_196527728843046,HTA8_2003_1,SCLC-A
RU426B_192120152251292,HTA8_2018_1,SCLC-A
RU779D_161952155458462,HTA8_2019_1,SCLC-N
RU1311A_T_1_240135578172829,HTA8_2016_1,SCLC-A
RU779D_157131067254643,HTA8_2019_1,SCLC-N
PleuralEffusion_230799407177005,HTA8_2001_1,SCLC-A
RU1195A_170738750544798,HTA8_2011_1,SCLC-A
RU1152_131165949479348,HTA8_2009_1,SCLC-A
RU1065C_191551069964645,HTA8_2002_1,SCLC-A
RU1065C_227293357260083,HTA8_2002_1,SCLC-A
PleuralEffusion_201585858340598,HTA8_2001_1,SCLC-A
RU1311A_T_1_192677443910939,HTA8_2016_1,SCLC-A
RU1124A_LN_240135605181150,HTA8_2006_1,SCLC-A
RU1152_164640670760309,HTA8_2009_1,SCLC-A
RU1145_204954158983003,HTA8_2008_1,SCLC-A
RU1195A_226273437337317,HTA8_2011_1,SCLC-A
RU1066_166416893307190,HTA8_2003_1,SCLC-A
RU779D_165945567000805,HTA8_2019_1,SCLC-N
RU1145_226806174541549,HTA8_2008_1,SCLC-A
RU426B_135080678157110,HTA8_2018_1,SCLC-A
RU1066_236633999427957,HTA8_2003_1,SCLC-A
RU1181C_157560296135083,HTA8_2010_1,SCLC-N
RU1195A_204968400215267,HTA8_2011_1,SCLC-A
RU1080C_129457519475491,HTA8_2004_1,SCLC-A
RU1144_LN_165739005860643,HTA8_2007_2,SCLC-A
RU426B_169038985448747,HTA8_2018_1,SCLC-A
PleuralEffusion_131175237671646,HTA8_2001_1,SCLC-A
RU1152_165784072108398,HTA8_2009_1,SCLC-A
RU1195A_197254758721893,HTA8_2011_1,SCLC-A
RU1066_227305215088476,HTA8_2003_1,SCLC-A
RU1195A_227501958941998,HTA8_2011_1,SCLC-A
RU1181C_230677818759908,HTA8_2010_1,SCLC-N
RU1152_122307626093492,HTA8_2009_1,SCLC-A
PleuralEffusion_164698934168796,HTA8_2001_1,SCLC-A
RU1065C_204842758008029,HTA8_2002_1,SCLC-A
PleuralEffusion_191774139497197,HTA8_2001_1,SCLC-A
RU1080C_192188603816694,HTA8_2004_1,SCLC-A
RU1229A_Frozen_126836649348318,HTA8_2013_1,SCLC-A
RU1195A_135546843122091,HTA8_2011_1,SCLC-A
RU1065C_200914903979829,HTA8_2002_1,SCLC-A
RU1144_LN_196174305978267,HTA8_2007_2,SCLC-A
RU1293A_134378182069037,HTA8_2015_1,SCLC-N
RU779D_165806605461404,HTA8_2019_1,SCLC-N
RU1065C_169019643981094,HTA8_2002_1,SCLC-A
RU1124A_LN_197211675347749,HTA8_2006_1,SCLC-A
PleuralEffusion_157004365417316,HTA8_2001_1,SCLC-A
RU1144_LN_195606458100637,HTA8_2007_2,SCLC-A
RU1065C_122499644713189,HTA8_2002_1,SCLC-A
RU1145_197068894158197,HTA8_2008_1,SCLC-A
RU1080C_231349968320870,HTA8_2004_1,SCLC-A
RU1181C_227304390127014,HTA8_2010_1,SCLC-N
RU1080C_236230156400549,HTA8_2004_1,SCLC-A
RU779D_157140449938156,HTA8_2019_1,SCLC-N
RU1322A_LN_169038985775516,HTA8_2017_1,SCLC-P
RU1195A_130673819735963,HTA8_2011_1,SCLC-A
RU1065C_192317693541284,HTA8_2002_1,SCLC-A
RU1195A_157553872488796,HTA8_2011_1,SCLC-A
PleuralEffusion_231692926053621,HTA8_2001_1,SCLC-A
RU779D_125247349971829,HTA8_2019_1,SCLC-N
RU1065C_191096715689189,HTA8_2002_1,SCLC-A
RU1108a_Bambanker_Frozen_236082096106908,HTA8_2005_2,SCLC-A
RU1124A_LN_196104795905371,HTA8_2006_1,SCLC-A
RU1080C_130187770906933,HTA8_2004_1,SCLC-A
RU1195A_240559721170678,HTA8_2011_1,SCLC-A
RU1065C_196114176239462,HTA8_2002_1,SCLC-A
RU1066_236169981540662,HTA8_2003_1,SCLC-A
PleuralEffusion_170180358879964,HTA8_2001_1,SCLC-A
RU1293A_125804757040420,HTA8_2015_1,SCLC-N
RU1065C_165180748188582,HTA8_2002_1,SCLC-A
RU1124A_LN_191706646924070,HTA8_2006_1,SCLC-A
RU1144_LN_121955419380150,HTA8_2007_2,SCLC-A
RU1293A_129660475066227,HTA8_2015_1,SCLC-N
RU779D_232313281264371,HTA8_2019_1,SCLC-N
RU779D_129457519508707,HTA8_2019_1,SCLC-N
PleuralEffusion_195958663985502,HTA8_2001_1,SCLC-A
RU1145_235119995999966,HTA8_2008_1,SCLC-A
RU779D_166265495611228,HTA8_2019_1,SCLC-N
RU1124A_LN_204882398043443,HTA8_2006_1,SCLC-A
RU1145_195622448819116,HTA8_2008_1,SCLC-A
RU1065C_121955392077099,HTA8_2002_1,SCLC-A
RU1145_196043605141940,HTA8_2008_1,SCLC-A
PleuralEffusion_160990083308276,HTA8_2001_1,SCLC-A
RU779D_160990919576347,HTA8_2019_1,SCLC-N
RU426B_157053731125677,HTA8_2018_1,SCLC-A
PleuralEffusion_204954204792691,HTA8_2001_1,SCLC-A
RU1124A_LN_129661664189355,HTA8_2006_1,SCLC-A
RU779D_200975944903075,HTA8_2019_1,SCLC-N
RU1065C_240695012351195,HTA8_2002_1,SCLC-A
RU1144_LN_166288059418476,HTA8_2007_2,SCLC-A
RU1065C_125786530180509,HTA8_2002_1,SCLC-A
RU1124A_LN_241030004685164,HTA8_2006_1,SCLC-A
RU1311A_T_1_195634094848228,HTA8_2016_1,SCLC-A
RU779D_206061347916654,HTA8_2019_1,SCLC-N
RU1124A_LN_227861681628915,HTA8_2006_1,SCLC-A
RU1080C_227903423532462,HTA8_2004_1,SCLC-A
RU1144_LN_239596290895149,HTA8_2007_2,SCLC-A
RU779D_241097665341853,HTA8_2019_1,SCLC-N
RU1195A_135632474294620,HTA8_2011_1,SCLC-A
RU1152_228040727513454,HTA8_2009_1,SCLC-A
RU779D_161332485078261,HTA8_2019_1,SCLC-N
RU779D_165790514269475,HTA8_2019_1,SCLC-N
RU1293A_239543705094947,HTA8_2015_1,SCLC-N
RU1152_130538508573469,HTA8_2009_1,SCLC-A
PleuralEffusion_121276814247662,HTA8_2001_1,SCLC-A
RU1066_162001559968030,HTA8_2003_1,SCLC-A
RU1215_157623914715430,HTA8_2012_1,SCLC-N
RU426B_157072011221355,HTA8_2018_1,SCLC-A
RU779D_192868121234213,HTA8_2019_1,SCLC-N
RU1124A_LN_120856551540462,HTA8_2006_1,SCLC-A
RU1195A_231151728704300,HTA8_2011_1,SCLC-A
RU779D_157534947858229,HTA8_2019_1,SCLC-N
RU426B_196664898992429,HTA8_2018_1,SCLC-A
RU1065C_204359620029798,HTA8_2002_1,SCLC-A
RU1065C_232389350734638,HTA8_2002_1,SCLC-A
RU426B_165258072288686,HTA8_2018_1,SCLC-A
RU1195A_125033703434587,HTA8_2011_1,SCLC-A
PleuralEffusion_239475375683939,HTA8_2001_1,SCLC-A
RU1065C_160921482644836,HTA8_2002_1,SCLC-A
RU1066_155972621982452,HTA8_2003_1,SCLC-A
RU1065C_192110462123246,HTA8_2002_1,SCLC-A
RU1065C_200372682668261,HTA8_2002_1,SCLC-A
RU1080C_235551774587110,HTA8_2004_1,SCLC-A
RU1065C_122350422637870,HTA8_2002_1,SCLC-A
RU1065C_160301846228325,HTA8_2002_1,SCLC-A
RU1195A_157632208784820,HTA8_2011_1,SCLC-A
RU426B_134395511130486,HTA8_2018_1,SCLC-A
RU1124A_LN_192788843874222,HTA8_2006_1,SCLC-A
RU1065C_192120139668854,HTA8_2002_1,SCLC-A
RU1065C_121399059826934,HTA8_2002_1,SCLC-A
RU1215_156395258472677,HTA8_2012_1,SCLC-N
RU1195A_192721198476132,HTA8_2011_1,SCLC-A
RU1145_230749746616108,HTA8_2008_1,SCLC-A
RU1293A_155843785543030,HTA8_2015_1,SCLC-N
RU1229A_Frozen_227905819859883,HTA8_2013_1,SCLC-A
PleuralEffusion_200363958553974,HTA8_2001_1,SCLC-A
RU1311A_T_1_200905105816347,HTA8_2016_1,SCLC-A
RU779D_121877962907060,HTA8_2019_1,SCLC-N
PleuralEffusion_162078857542883,HTA8_2001_1,SCLC-A
RU779D_226960793062171,HTA8_2019_1,SCLC-N
RU779D_129567999049052,HTA8_2019_1,SCLC-N
RU1066_130529132961204,HTA8_2003_1,SCLC-A
RU1195A_157680527162590,HTA8_2011_1,SCLC-A
RU1124A_LN_155828752608156,HTA8_2006_1,SCLC-A
RU1065C_121731966195507,HTA8_2002_1,SCLC-A
RU1181C_204908256155547,HTA8_2010_1,SCLC-N
PleuralEffusion_134600608406838,HTA8_2001_1,SCLC-A
RU1181C_169640025283947,HTA8_2010_1,SCLC-N
PleuralEffusion_191774139239156,HTA8_2001_1,SCLC-A
RU1293A_122490832411060,HTA8_2015_1,SCLC-N
RU1145_227975364237230,HTA8_2008_1,SCLC-A
RU1066_170180358395675,HTA8_2003_1,SCLC-A
RU779D_192745070770083,HTA8_2019_1,SCLC-N
RU1195A_160381168442662,HTA8_2011_1,SCLC-A
RU1195A_155843785284963,HTA8_2011_1,SCLC-A
RU1152_126836637285302,HTA8_2009_1,SCLC-A
RU1144_LN_130144701376941,HTA8_2007_2,SCLC-A
RU779D_134590798182180,HTA8_2019_1,SCLC-N
PleuralEffusion_120772934449462,HTA8_2001_1,SCLC-A
RU1293A_130194930886430,HTA8_2015_1,SCLC-N
RU1124A_LN_162020740742435,HTA8_2006_1,SCLC-A
PleuralEffusion_169795603090853,HTA8_2001_1,SCLC-A
RU1195A_204770997914348,HTA8_2011_1,SCLC-A
RU1181C_195486065249196,HTA8_2010_1,SCLC-N
PleuralEffusion_196715518053788,HTA8_2001_1,SCLC-A
RU1231A_232389335792998,HTA8_2014_1,SCLC-N
PleuralEffusion_235678503394595,HTA8_2001_1,SCLC-A
RU426B_230731493795613,HTA8_2018_1,SCLC-A
RU1152_130693147090149,HTA8_2009_1,SCLC-A
RU779D_200417895201717,HTA8_2019_1,SCLC-N
RU779D_121887389596379,HTA8_2019_1,SCLC-N
RU1152_227911879014325,HTA8_2009_1,SCLC-A
RU1124A_LN_200418688395053,HTA8_2006_1,SCLC-A
RU779D_122505028327331,HTA8_2019_1,SCLC-N
PleuralEffusion_160903140957022,HTA8_2001_1,SCLC-A
RU1215_200905092712363,HTA8_2012_1,SCLC-N
RU1311A_T_1_227434312887003,HTA8_2016_1,SCLC-A
RU1195A_135693696129270,HTA8_2011_1,SCLC-A
RU1124A_LN_157131054370157,HTA8_2006_1,SCLC-A
RU1065C_200417868199795,HTA8_2002_1,SCLC-A
RU779D_134395523681629,HTA8_2019_1,SCLC-N
RU1195A_169580942735083,HTA8_2011_1,SCLC-A
RU1065C_131223662836534,HTA8_2002_1,SCLC-A
PleuralEffusion_200899065727901,HTA8_2001_1,SCLC-A
PleuralEffusion_227425454844652,HTA8_2001_1,SCLC-A
PleuralEffusion_239596305530212,HTA8_2001_1,SCLC-A
RU1065C_135143759953203,HTA8_2002_1,SCLC-A
RU1144_LN_169793589045997,HTA8_2007_2,SCLC-A
RU1311A_T_1_135496096737566,HTA8_2016_1,SCLC-A
RU1215_165738974166429,HTA8_2012_1,SCLC-N
RU1144_LN_226949806640549,HTA8_2007_2,SCLC-A
RU426B_228044351884516,HTA8_2018_1,SCLC-A
RU1152_227425473980701,HTA8_2009_1,SCLC-A
PleuralEffusion_160447874845027,HTA8_2001_1,SCLC-A
RU1215_134387873041308,HTA8_2012_1,SCLC-N
RU779D_196095834802596,HTA8_2019_1,SCLC-N
RU779D_161959791679717,HTA8_2019_1,SCLC-N
RU1229A_Frozen_192745088904477,HTA8_2013_1,SCLC-A
RU1066_129582999985052,HTA8_2003_1,SCLC-A
RU779D_231296446908334,HTA8_2019_1,SCLC-N
RU1195A_165182807653813,HTA8_2011_1,SCLC-A
PleuralEffusion_231754916084515,HTA8_2001_1,SCLC-A
PleuralEffusion_192101764679532,HTA8_2001_1,SCLC-A
RU1293A_130213138261915,HTA8_2015_1,SCLC-N
RU1065C_157684197931238,HTA8_2002_1,SCLC-A
RU1066_164698933806949,HTA8_2003_1,SCLC-A
PleuralEffusion_200562850351838,HTA8_2001_1,SCLC-A
PleuralEffusion_126886685300643,HTA8_2001_1,SCLC-A
RU1215_125168073525684,HTA8_2012_1,SCLC-N
PleuralEffusion_165741390687476,HTA8_2001_1,SCLC-A
RU779D_170251138066206,HTA8_2019_1,SCLC-N
RU1065C_226821225507100,HTA8_2002_1,SCLC-A
RU779D_165738047236965,HTA8_2019_1,SCLC-N
RU779D_191553082865909,HTA8_2019_1,SCLC-N
RU1080C_196114222335788,HTA8_2004_1,SCLC-A
RU1065C_155843772168501,HTA8_2002_1,SCLC-A
RU1322A_LN_230738102008604,HTA8_2017_1,SCLC-P
RU1065C_200493029616869,HTA8_2002_1,SCLC-A
RU1145_230799393273652,HTA8_2008_1,SCLC-A
RU1181C_129981237343990,HTA8_2010_1,SCLC-N
RU1124A_LN_196046442903347,HTA8_2006_1,SCLC-A
RU1065C_134583312930739,HTA8_2002_1,SCLC-A
RU1311A_T_1_230681415706470,HTA8_2016_1,SCLC-A
RU1080C_169658266798316,HTA8_2004_1,SCLC-A
RU1195A_170122135891302,HTA8_2011_1,SCLC-A
RU1311A_T_1_235686945770403,HTA8_2016_1,SCLC-A
RU779D_135475976661300,HTA8_2019_1,SCLC-N
